"rarity","item","armour_type","proficiency","weight_kg","price_gp","special","where_to_find","source_url"
"Common","Regal Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Mind Flayer Colony X: 678 Y: -68: On a table/shelf in the Morgue; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Reinforced Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","In the swamp north of Riverside Teahouse, Sunlit Wetlands at X: -4 Y: 277","https://bg3.wiki/wiki/Headwear"
"Common","Scalpspike Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Shar Headwear","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Cloister of Sombre Embrace X: -376 Y: -1677: In the armoury on top of torso mannequin; Cloister of Sombre Embrace X: -399 Y: -1590: On the alter inside the dormitory; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Triumphal Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Oubliette X: 678 Y: -68: On a table/shelf in the Morgue; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Common","Watch's Helmet","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Cloister of Sombre Embrace X: -332 Y: -1606: On a shelf in the Infiltration Training room; .mw-parser-output .ambox{margin:20px 10%;border-left:10px solid #969696;box-sizing:border-box}.mw-parser-output .ambox .mbox-image-div{width:40px}.mw-parser-output table.ambox+table.ambox,.mw-parser-output table.ambox+link+table.ambox,.mw-parser-output table.ambox+style+table.ambox{margin-top:-1px}.mw-parser-output .ambox td.mbox-empty-cell{border:none;padding:0;width:1px}.mw-parser-output .ambox th.mbox-text,.mw-parser-output .ambox td.mbox-text{border:none;padding:0.25em 0.5em;width:100%}.mw-parser-output .ambox td.mbox-image{padding:2px 0 2px 0.5em;text-align:center}.mw-parser-output .ambox td.mbox-imageright{padding:2px 0.5em 2px 0;text-align:center}.mw-parser-output table.ambox-notice{border-left-color:#969696}.mw-parser-output table.ambox-speedy{background-color:#400805}.mw-parser-output table.ambox-speedy,.mw-parser-output table.ambox-delete{border-left-color:#b50000}.mw-parser-output table.ambox-content{border-left-color:#de5f16}.mw-parser-output table.ambox-style{border-left-color:#f0c146}.mw-parser-output table.ambox-protection{border-left-color:#4f4a39}.mw-parser-output table.ambox-move{border-left-color:#587cd1}html body.mediawiki .mw-parser-output .ambox.mbox-small{clear:right;float:right;margin:4px 0 4px 1em;box-sizing:border-box;width:238px;font-size:88%;line-height:1.25em}html body.mediawiki .mw-parser-output .ambox.mbox-small-left{margin:4px 1em 4px 0;box-sizing:border-box;overflow:hidden;width:238px;border-collapse:collapse;font-size:88%;line-height:1.25em}; This article is about content that is inaccessible through normal gameplay. It can still be accessed via in-game exploits or third party tools.; Variant Watch's Helmet is a common Helmet that improves the wearer's Constitution Saving Throws.; Any padding that once lined this helmet has long since worn away.","https://bg3.wiki/wiki/Headwear"
"Common","Well Crated Helm","Medium","Medium Armour","1","40","Constitution Saving Throws +1","Worn by several characters throughout the game; Baldur's Gate X: -68 Y: -33: On the second floor of Szarr Palace South Tower, sitting on a shelf","https://bg3.wiki/wiki/Headwear"
"Uncommon","Dark Justiciar Helm","Medium","Medium Armour","1","115","Constitution Saving Throws +1; Swathed in Shadow; While obscured by shadow, the wearer gains +1 to Saving Throws when attacked.[See: Bugs]","Abandoned Refuge X: -595 Y: 310: On the skeletal remains of Dark Justiciars, north east of the Underdark - Ancient Forge waypoint and south of the heavy splint mold; Shadowfell X: -544 Y: -1447: On the ground next to a skeleton in the Nightsong's Prison; Shadowfell X: -516 Y: -1397: On the ground next to another skeleton in the Nightsong's Prison","https://bg3.wiki/wiki/Headwear"
"Uncommon","Helmet of Smiting","Medium","Medium Armour","1","115","Constitution Saving Throws +1; Bolstering Smite; When you apply a condition with one of your Smite spells, you gain Temporary Hit Points equal to your Charisma modifier.","Selûnite Outpost X: 163 Y: -248: Inside a locked gilded chest south-west of the waypoint","https://bg3.wiki/wiki/Headwear"
"Uncommon","Holy Lance Helm","Medium","Medium Armour","1","115","Constitution Saving Throws +1; Smite the Graceless; Creatures who miss their Attack Rolls against the wearer must make a DC 14 Dexterity Saving Throw or take 1d4 Radiant damage.","Rosymorn Monastery X: 120 Y: 35: In a painted chest, accessible from the top level; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Headwear"
"Rare","Flawed Helldusk Helmet","Medium","Medium Armour","1","300","Constitution Saving Throws +1; Magical Durability; The wielder has a +2 bonus to Saving throws against spells.","Last Light Inn X: -33 Y: 164: Crafted by Dammon","https://bg3.wiki/wiki/Headwear"
"Rare","Steelwatcher Helmet","Medium","Medium Armour","1","300","Advantage on Constitution saving throws; Artificial Sight; The wearer can see in the dark up to 12 m (40 ft) and cannot be Blinded.","Steel Watch Foundry X: -275 Y: -134: On a table on the ground floor near the east entrance","https://bg3.wiki/wiki/Headwear"
"Very Rare","Dark Justiciar Helmet","Medium","Medium Armour","1","1600","Constitution Saving Throws +1; Magical Durability; The wielder has a +1 bonus to Saving throws against spells.; Covert Critical; While obscured, the number you need to roll a Critical Hit while attacking is reduced by 1. This effect can stack.","Gauntlet of Shar X: -822 Y: -753: inside a Gilded Chest behind the altar and beyond the riddle door in the Silent Library","https://bg3.wiki/wiki/Headwear"
"Very Rare","Sarevok's Horned Helmet","Medium","Medium Armour","2","1600","Deathbringer's Sight; You can see in the dark up to 3 m (10 ft). The number you need to roll a Critical Hit while attacking is reduced by one. This effect can stack.; Dauntless; You can't be Frightened or afflicted with other emotion-altering conditions.","Murder Tribunal X: -1248 Y: 503: Carried by Sarevok Anchev","https://bg3.wiki/wiki/Headwear"
"Legendary","Helm of Balduran","Medium","Medium Armour","2","760","Attackers can't land Critical Hits on the wearer.; Balduran's Vitality; The helmet heals you 2 Hit Points at the beginning of every turn.; Balduran's Favour; You have a +1 bonus to Armour Class and Saving throws.; Stun Immunity; You can't be Stunned.","The Dragon's Sanctum X: 636 Y: -964: on top of a stone altar next to Ansur","https://bg3.wiki/wiki/Headwear"
"Very Rare","Grymskull Helm","Heavy","Heavy Armour","1","570","Attackers can't land Critical Hits on the wearer.; Grants Resistance to Fire damage.; Hunter's Mark; Cast as a level 1 spell ( Recharge: Long rest.)","Adamantine Forge (location) X: -557 Y: 234: Carried by Grym","https://bg3.wiki/wiki/Headwear"
